F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
13.48,-320.37,-10.01,3523.08,Medium,Europe,4.07,-17.98,-253.36,-949.62,-238.8,21,16,11.55,8172.06,16.32,1203.67
10.65,-186.15,-5.51,2502.78,Medium,Europe,8.46,-20.56,-238.02,-1524.28,-157.65,15,12,6.12,-7715.16,4.98,0
8.64,-361.74,-6.63,3383.97,Low,Rest,1.84,-7.56,-258.54,-1505.08,-165.22,9,14,13.68,-25105.86,0.04,0
10.48,-164.82,-6.24,2488.92,Very high,Europe,5.96,-19.44,-200.94,-1697.48,-183.9,9,8,11.4,8682.84,11.14,0
5.44,-258.72,-6.46,2298.99,Very high,Europe,2.79,-17.3,-282.92,-1155.04,-138.9,18,4,16.77,-16403.34,47.3,1684.39
7.91,-232.11,-10.71,1292.31,Very low,Rest,1.51,-32.98,-208.76,-1263.14,-176.84,12,2,11.25,-1229.85,2.52,0
11.23,-215.34,-5.74,2427.33,Very high,Europe,5.28,-22.98,-235.08,-507.16,-169.39,3,4,17.79,13797.81,0.46,1380.56
10.64,-316.41,-6.15,1846.95,Very low,Europe,4.88,-21.7,-230.34,-1899.12,-160.58,15,14,14.79,-5082.93,2.04,0
8.98,-270.03,-7.89,2245.65,High,UK,2.86,-18.98,-181.58,-2540.5,-157.6,15,8,7.35,-5067.27,0.06,0
13.45,-346.23,-5.64,2700.69,High,USA,2.93,-24.52,-253.48,-2117.56,-107.49,12,8,20.76,-3547.53,0.2,1172.01
11.23,-436.32,-9.99,3186.99,Medium,Europe,3.7,-21.6,-213.56,-1608.38,-221.36,15,12,8.91,8638.65,41.48,1310
10.62,-230.34,-7.55,3011.04,High,Europe,5.85,-25.8,-154.88,-714.92,-215.81,12,6,3.45,5045.25,414.68,796
10.61,-318.81,-3.6,2453.07,Very high,Europe,1.15,-20.46,-254.9,-2909.54,-146.4,12,6,9.69,21794.91,1.16,0
11.1,-273.03,-5.23,2301.09,Very high,UK,5.9,-29.1,-304.86,-2434.52,-99.35,12,6,8.88,22132.47,5.16,133.18
15.58,-241.14,-9.12,1693.5,Medium,Rest,4.81,-24.14,-192.64,-927.48,-49.01,9,6,9.81,13227.21,61.36,0
12.03,-309.21,-9.45,1974.75,High,UK,1.97,-6.84,-202.62,-2111.78,-105.13,15,10,10.71,29280.9,0.06,0
14.36,-255.06,-9.73,2085.57,Very high,Europe,2.03,6.9,-279.34,-1595.32,-156.81,9,0,18.6,19353.66,0,832.14
8.34,-225.9,-7.03,4312.86,Very low,Rest,8.7,-6.68,-235.58,-1873.22,-138.78,12,4,14.88,19787.73,120.8,1184.05
3.23,-222.96,-11.05,2636.58,High,Rest,7.69,-40.94,-248.2,-1598.28,-175.29,15,8,26.4,27500.94,1.22,1379.56
11.83,-442.77,-9.57,2964.15,Low,Europe,10.96,-0.56,-173.92,-1369.74,-211.52,12,2,4.59,18911.22,31.12,2840.49
13.13,-457.56,-10.61,1772.4,High,UK,2.4,-0.24,-281.84,-2891.6,-51.85,18,4,6.27,16968.27,27.56,225.32
8.49,-143.46,-6.85,2507.88,Low,UK,0.4,-21.84,-301.1,-744.76,-160.16,15,12,17.1,5829.87,0.34,0
10.05,-246.69,-7.18,3179.88,Medium,UK,7.32,-41.9,-103.18,-2704.7,-175.73,15,4,7.95,12484.35,2.28,216.64
7.6,-262.53,-7.46,3415.53,Very low,USA,1.19,-24.72,-169.84,-677.08,-218.79,0,8,16.56,7125.3,2.92,0
13.37,-328.05,-3.2,2217.39,Very low,UK,4.22,-18.58,-222.82,-1313.28,-222.28,18,6,15.36,-1460.31,3.3,312.91
4.33,-410.31,-6.28,3259.71,Very high,UK,5.42,-11.5,-323.08,-1410.8,-127.34,18,8,16.47,-5412.54,19.4,1411.97
8.24,-401.58,-3.49,3280.83,High,Europe,5.61,-5.5,-232.52,-1268.9,-180.88,3,6,19.38,1369.53,0.34,2546.13
12.38,-366.99,-5.11,3286.5,Very low,Rest,6.99,-17.74,-290.18,-593.76,-297.35,15,10,1.71,22807.17,0.48,1052.74
9.19,-373.08,-7.21,2155.11,Medium,USA,3.88,-20.22,-147.26,-1786.82,-208.69,3,4,9.18,-10242.15,0.38,143.47
8,-253.59,-7.03,1706.79,Very low,UK,4.36,-13.94,-102.44,-805.18,-207.39,15,8,10.08,7243.62,0.06,0
10.4,-276.18,-8.28,1796.55,Very high,USA,10.4,-14.84,-164.54,-1056.2,-157.97,6,8,8.85,7989.84,19.14,1783.97
13.16,-321.84,-9.84,3435.33,Low,UK,8.18,-19.52,-354.2,-845.86,-182.77,9,14,10.29,4144.77,0.02,427.82
12.51,-232.65,-10.19,764.13,Very low,USA,0.23,-19.36,-232.94,-1303.84,-155.78,12,6,6.51,8078.22,44.58,0
9.28,-450.45,-6.95,3044.97,Medium,USA,1.87,-18.86,-232.34,-1904.2,-138.83,12,10,16.26,-37517.04,0.68,1510.38
6.38,-267.63,-1.24,3567.21,High,Rest,2.98,-22.48,-207.76,-1392.22,-162.5,15,10,7.14,8415.45,351.42,374.55
10.64,-235.26,-2.84,2879.37,Low,UK,6.64,-21.74,-202.06,-1827.3,-169.91,6,16,1.83,9171.03,49.96,0
7.78,-179.82,-6.86,1605.9,Very low,USA,4.07,-21.7,-256.88,-230.9,-152.61,12,8,2.97,22884.09,0,0
10.42,-388.8,-7.97,3510.09,Medium,USA,5.99,-19.18,-137.76,-761.14,-169.34,12,10,35.13,8531.07,3.86,3774.55
8.42,-294.66,-6.68,2073.36,Medium,Europe,4.21,-17.86,-217.06,-1543.98,-180.14,6,12,25.86,3022.65,4.7,0
9.95,-349.8,-6.61,3389.61,Very low,Rest,3.21,-26,-281.44,-372.66,-78.17,9,4,2.4,-13462.29,0.84,738.08
9.19,-163.92,-7.05,3202.77,Medium,Rest,5.24,-18.36,-152.84,-1806.24,-154.96,6,4,17.07,-12924.6,0.14,134.41
4.72,-364.53,-9.03,4153.62,Very low,Rest,6.51,-18.02,-113.08,-781.4,-166.62,18,2,19.26,2935.44,25.7,2698.37
9.69,-440.73,-5.48,5296.56,Low,Rest,2.47,-12.96,-211.08,-474.24,-219.73,18,8,7.44,869.88,0.84,2350.35
3,-180.18,0.16,3148.5,Low,USA,5.77,-19.2,-294.1,-1114.18,-187.35,12,8,1.65,10584.06,2.32,0
9.06,-341.82,-11.47,2996.85,Very high,Europe,1,-10.76,-317.06,-1869.14,-173.13,15,10,13.17,10088.1,5.66,376.83
14.84,-435.15,-8.38,3792.54,Medium,UK,1.28,-26.32,-373.56,-2732.34,-162.77,21,4,7.11,5496.66,3.84,546.71
9.97,-349.08,-2.76,4082.19,High,Europe,0.25,-33.04,-234.02,-2339.18,-200.11,9,18,16.47,14109.42,0.86,0
12.38,-224.49,-3.88,2151.15,Very high,UK,0.5,-17.88,-210.2,-1232.76,-140.53,27,6,7.95,1666.47,4.38,173.96
8.95,-468.57,-12.12,1563,High,UK,2.1,-7.06,-180.18,-2194.96,-136.72,12,8,9.96,5242.56,25.72,148.54
10.73,-370.23,-2.33,3208.35,Medium,Europe,0.58,-20.68,-308.38,-847.84,-257.96,12,8,3.87,15817.92,2.02,182.33
13.14,-280.89,-12.05,2201.79,High,Rest,6.87,-17.68,-227.98,-989.46,-166.55,21,16,1.02,10401.48,7.38,261.69
4.64,-342.03,-6.34,2475.6,Low,Rest,3.59,-8.14,-229.14,-616.36,-132.62,18,8,5.52,8021.55,84.24,680.69
8.91,-475.71,-16.99,1790.07,High,USA,6.9,-27.06,-261.5,-1504.4,-130.85,12,8,11.97,3079.68,0.22,3277.13
13.02,-439.77,-2.8,4144.59,High,USA,1.14,-23.56,-228.38,-1027.82,-158.62,3,12,3.54,5591.97,1.08,789.66
9.48,-205.23,-8.88,2364.66,Very high,UK,1.36,-13.04,-233.76,-1894.12,-183.35,15,14,8.67,5205.84,2.7,0
13.62,-309.27,-8.54,2197.02,High,Rest,5.54,-22.92,-268.08,-1839.88,-27.22,3,2,20.64,6253.38,0.06,914.5
13.59,-381.69,-4.79,2116.17,Medium,Europe,3.28,-22.78,-185.8,-1692.98,-117.49,12,18,16.38,38690.67,0.28,0
12.79,-518.61,-6.03,3141.39,Medium,UK,1.28,-34.7,-117.6,-1317.04,-224.55,21,12,2.97,15728.4,20,583.84
10.72,-317.46,-7.23,3431.94,Low,Rest,0.63,-31.48,-224.68,-920.4,-111.67,24,12,23.1,6466.65,0.16,1115.22
13.4,-272.64,-7.44,1583.73,Very high,Rest,2.9,-21.56,-240.38,-1375.14,-152.91,12,10,4.29,11640.96,2.96,0
3.84,-304.77,-1.21,2810.52,High,USA,2.5,-3.1,-193.72,-1387.54,-130.72,6,8,28.74,-10470.21,1.28,1555.64
9.88,-413.4,-2,2168.91,Low,UK,2.59,-23.36,-145.3,-616.38,-224.95,9,16,7.5,17746.35,54.24,0
5.73,-463.11,-3.19,4120.65,Very high,UK,11.95,-7.38,-195.18,-1537.14,-167.18,15,10,31.65,2985.81,1.36,3178.14
15.35,-269.73,-7.86,3122.31,Low,UK,3.22,-18.24,-309.08,-1696.06,-145.31,6,20,6.78,17286.78,1.1,0
13.18,-137.94,-6.76,3900.78,Medium,USA,3.89,-15.46,-166.76,-690.02,-131.03,9,6,52.83,13392.96,7.18,3655.07
8.39,-341.34,-13.54,3925.62,Very low,Rest,6.95,-12.36,-142.1,-1016.94,-181.79,6,2,20.16,-1904.76,315.82,1893.3
9.59,-331.56,-6.9,3648.54,Low,UK,2.56,-20.38,-172.04,-96.18,-192.98,24,6,10.35,-1601.64,0.18,1067.85
12.22,-297.69,-11.21,3340.47,Medium,Rest,4.89,-33.48,-191.26,-985.74,-175.84,18,10,15.63,11790.81,22.32,1266.99
8.34,-397.89,-8.95,1518.24,Very low,UK,1.74,-9.92,-173.02,-1738.68,-169.81,15,4,23.25,-7664.94,1.24,262.57
11.66,-524.58,-8.99,2128.14,Very high,Europe,3.97,-19.42,-308.06,-1573.94,-220.98,18,8,26.25,4784.1,261.92,2904.53
11.05,-420.21,-5.18,2378.82,High,Europe,0.83,-22.9,-104.7,205.1,-186.96,18,8,12.69,9141.24,23.54,2511.1
15.24,-364.26,-8.15,2116.77,Low,UK,8.92,-11.14,-101.96,-1474.3,-130.81,18,8,7.65,5470.14,17.72,578.59
12.97,-238.44,-6.81,3097.26,Very low,USA,2.72,-3.9,-198.1,-1404.12,-202.55,15,0,9.93,32020.05,2.18,338.93
12.02,-353.64,-9.3,1109.37,Medium,Europe,1.8,-21.46,-235.22,-309.64,-174.51,12,14,14.58,8530.89,150.66,0
18.64,-274.41,-5.97,3085.02,Very high,UK,2.58,-8.46,-150.42,-1098.38,-173.4,3,0,42.27,14058.03,1.7,1351.77
9.27,-434.04,-6.23,3850.5,Very high,UK,0.82,-28.16,-192.18,-2098.6,-125.53,0,4,13.35,-1537.41,1.18,475.9
8.53,-391.56,-7.22,3143.43,Very high,UK,2.84,-21.5,-279.06,-153.06,-164.39,6,14,35.01,-12284.79,0.02,1303.57
10.28,-322.98,-8.52,2845.17,High,USA,4.23,-7.1,-88.08,-907.6,-154.84,9,6,15.99,-38073.15,48.62,2473.75
10.48,-263.55,-6.55,2228.43,Low,Rest,5.37,-17,-276.48,-1118.62,-205.3,6,12,6.06,15234.54,0.5,0
8.48,-431.73,-8.87,3817.44,High,Europe,3.47,-17.72,-156.26,-2183.74,-155.52,18,12,16.11,-2155.77,0.06,2308.87
10.38,-276.45,-2.77,2786.37,Low,USA,9.75,-11.16,-312.5,-1054.7,-158.51,18,10,14.19,11191.98,0.38,2929.19
13.43,-377.52,-3.67,2706.51,Low,Europe,5.02,-26.1,-332.2,-979.02,-192.21,9,12,10.23,1917.75,15.88,347.84
11.98,-287.94,-3.99,1815.78,Low,UK,0.97,-18.54,-167.4,-1735.16,-92.47,9,10,3.15,6788.22,25.58,0
13.74,-243.87,-7.25,1011.84,Low,Europe,4.98,-12.4,-167.6,-28.08,-141.28,9,6,6.63,8333.52,2.56,0
13.89,-272.55,-12.24,3835.2,Very high,Europe,8.88,-20.36,-214.88,-739.5,-165.14,24,6,20.28,4711.92,468.2,2969.4
2.47,-307.89,-4.53,1446.45,Very high,UK,3.62,-29.92,-243,-885.96,-146.04,6,6,2.16,8618.1,0.22,13.33
11.53,-407.73,0.51,1475.97,Medium,USA,3.96,-4.22,-286.28,-1090.86,-136.37,9,6,5.01,40716.33,77.04,343.95
12.73,-225.18,-8.96,4327.35,Medium,Rest,10.35,-23.16,-200.78,-889.52,-203.7,9,12,17.67,1310.34,0.04,1668.04
9.89,-425.52,-6.01,4509.72,Very high,UK,0.78,-34.36,-175.1,-1519.72,-93,9,6,5.55,9023.79,0.02,756.18
8.65,-295.2,-9.85,2445.78,High,USA,4.38,-22.74,-139.94,-1187.52,-143.64,18,16,12.96,-7733.73,13.4,310.13
14.19,-333.57,-7.38,2709.72,Low,USA,4.59,-25.12,-190.62,-825.4,-152.75,18,8,3.81,6290.13,0.94,1087.13
12.48,-288.33,-5.74,1109.13,High,UK,6.83,-10.08,-221.76,-1052.1,-121.31,9,10,11.13,-6790.83,1.04,83.31
10.78,-487.47,-9.92,4261.11,Very low,UK,1.38,-19.44,-181.96,-1319.78,-178.67,6,6,6.45,-4864.62,33,475.87
9.76,-389.61,-6.16,3226.05,Low,UK,2.41,-20.42,-226.66,-1468.56,-145.53,6,6,12.06,25170.03,0.06,261.32
11.17,-409.47,-6.52,2979.48,Very low,Rest,2.96,-9.86,-232.16,-1227.8,-100.88,6,14,29.97,-7235.79,7.08,737.1
9.54,-352.92,-1.75,2175.33,Low,Europe,7.25,-20.58,-163.82,-2185.38,-168.06,9,8,3.18,2364.66,0.12,0
4.44,-405.33,-5.73,3088.56,Medium,USA,3.5,-20,-243.84,-1582.8,-192.34,18,6,9,12026.37,0.06,2771.1
8.7,-518.88,-1.35,2573.64,Medium,Rest,5.66,-13.74,-171.72,-1168.66,-114.75,6,6,7.32,47524.17,1.68,1613.03
3.88,-152.31,-2.41,2709.09,Very low,USA,2.71,-21.08,-137.26,-1192.5,-110.02,15,8,22.56,6655.08,0.02,0
9.94,-330.39,-7.55,3696.12,Medium,Rest,2.18,-22.24,-238.96,-1753.92,-129.63,9,6,6.18,-1669.08,1.38,323.67
11.44,-285.87,-5.48,2283.18,Low,Europe,9.73,-23.9,-311.66,-1072.46,-114.73,9,10,10.59,-3651.27,81.78,667.95
11.11,-460.95,-6.27,348.93,Very high,USA,1.78,-20.34,-182.16,-938.24,-110.89,18,12,12.06,25464.21,12.8,763.04
13.31,-279.48,-9.13,2958.63,Very high,UK,6.16,-27.7,-201.82,-815.38,-210.09,9,12,13.14,12421.2,3.66,465.01
11.11,-300.87,-3.64,3018.42,Medium,Europe,0.58,-16.16,-158.98,-1769.28,-148.25,9,14,11.82,61006.59,2.1,0
8.64,-184.65,-11.75,2393.07,Very low,UK,2.81,-19.86,-166.14,-1252.4,-147.74,15,12,24.48,-17798.01,10.5,0
1.33,-340.32,-10.62,1391.04,Low,USA,3.15,-21.28,-213.64,-860.76,-155.28,18,8,14.55,9846.84,0.04,562.7
9.79,-315.87,-11.38,2753.34,High,Rest,0.15,-30.14,-225.66,-1479.6,-86.69,6,10,9.12,7627.74,6.72,0
15.63,-279.12,-9.06,608.37,Very low,UK,6.87,-23.56,-152.34,-872.12,-153.95,15,6,13.17,34400.55,0.02,85.31
12.13,-480.48,-6.84,2371.56,High,Rest,9.94,-30.88,-204.12,-951.42,-150.68,9,4,0.84,10461.51,0,2300.05
15.51,-375.75,-5.93,1795.02,High,USA,1.95,-15.86,-208.72,-1559.32,-108.04,9,2,4.05,21924.33,76.44,190.31
16.37,-388.5,-7.19,1923.9,Very low,Rest,3.43,-20.98,-151.46,-1563.92,-133.17,15,8,12.12,15581.07,0,287.98
12.57,-254.61,-9.25,2560.32,Low,Europe,4.71,-9.64,-191.46,-1293.52,-173.53,3,6,7.92,4953.9,1.1,0
13.36,-214.89,-8.09,2003.73,Medium,Europe,4.22,-7.8,-143.2,-1802.34,-196.12,12,8,12.27,7137.42,4.24,0
9.76,-375.96,-8.39,2828.46,Very high,UK,10.74,-20.92,-117.76,-874.82,-159.34,24,2,9.33,2902.17,0.14,2438.66
9.51,-450.66,-4.19,1450.38,Very high,USA,3.28,-19.9,-263.88,-1211.4,-155.74,9,12,5.7,7581.81,0.24,400.18
7.06,-385.14,-11.36,2459.46,High,UK,3.07,-22.7,-232.68,-697.2,-125.12,12,8,4.89,7568.01,224.08,390.46
3.86,-384.75,-5.82,1721.85,Low,UK,7.62,-40.88,-37.92,-1043.26,-164.57,12,6,8.52,-331.53,0.52,512.48
9.29,-284.7,-6.27,3176.67,Medium,Europe,11.48,-18.98,-160.14,-698.76,-164.07,15,12,7.11,-102.57,0,2448.55
10.29,-386.22,-10.68,3305.07,High,Rest,1.91,-16.62,-214.54,-820.58,-271.36,15,8,33.78,10138.05,0.66,2364.45
11.89,-310.32,-11.46,1732.83,Very low,Europe,6.71,-2.42,-218.12,-3330.92,-228.12,12,6,8.43,8585.79,16.86,0
10.68,-317.58,-8.01,2558.88,Low,UK,2.82,-12.3,-212.94,-1547.14,-155.8,12,12,1.26,420.84,0.86,0
8.05,-451.2,-2.51,1638.69,Very low,Europe,1.28,-1.16,-133.94,-1471.3,-136.41,12,8,4.8,1610.7,2.38,0
12.8,-331.53,-6.3,388.44,Very high,UK,2.76,-23.58,-218.2,-941.18,-132.31,3,8,2.4,15383.58,0.38,0
10.81,-342.6,-1.29,2067.39,Very high,Europe,3.64,-13.5,-166.08,-376,-153.89,3,8,5.49,12028.29,9.88,312.47
6.96,-584.82,-8.72,3223.98,High,UK,3.57,-21.46,-226.4,-846.46,-157.95,6,14,17.88,29472.48,0.26,1265.23
6.47,-383.88,-4.45,2274.87,Very high,USA,2,-8.56,-298.42,-1280.6,-166.83,18,8,9.33,-5452.8,8.62,1850.87
10.56,-312.24,-12.33,4062.75,Medium,USA,4.88,-19.72,-198.32,-1672.18,-97.44,15,8,10.44,15234.93,7.62,2171.7
8.05,-285.75,-9.97,2504.01,Medium,USA,2.56,-43.36,-209.86,-919.32,-160.29,27,2,18.18,33701.34,130.88,3367.45
8.39,-312.36,-11.52,3537.36,Very low,Europe,3.67,-31.26,-275.18,-963.02,-178.72,12,12,25.65,6654.48,6.64,1264.64
12.58,-476.01,-7.72,3391.65,High,Europe,10.1,-14.88,-288.04,-858.66,-186.34,9,12,21.75,2673.27,0.02,2959.77
8.11,-240.09,-7.19,2584.95,Medium,USA,1.08,-20.68,-138.54,-1809.26,-324.62,9,10,15.78,7123.56,0.38,0
11.58,-407.85,-11.98,3009.93,Low,Rest,2.93,-23.2,-218.62,-1506.62,-146.05,9,0,2.88,6791.31,0.74,846.37
9.04,-229.95,-7.29,2906.01,Very low,UK,3.33,-19.9,-246.58,-1110.78,-172.35,21,8,15.93,-2034.57,0.96,177.87
11.31,-483.36,-13.24,3643.89,Very high,USA,4.79,-29.12,-138.44,-1256.24,-133.46,12,6,5.64,3589.56,2705.82,3694.77
9.86,-283.38,-7.43,2887.29,Low,UK,1.61,-22.86,-230.78,-1087.38,-134.2,12,12,13.92,7480.98,32.98,0
7.51,-475.11,-7.84,2778.96,High,USA,3.61,-17.14,-227.58,-1867.54,-151.97,6,2,16.83,-12650.91,67.4,3370.82
6.68,-385.11,-9.96,2625.03,High,USA,4.84,-28.48,-256.68,-2110.68,-64.33,9,8,25.14,4141.95,1.56,2611.21
9.31,-141.36,-9.24,2293.47,High,USA,2.04,-26.02,-267.26,-1877.78,-156.99,9,4,2.97,4543.8,14,0
13.59,-284.79,-4.39,1540.71,Very high,UK,5.54,-7.68,-198.78,-1921.66,-34.65,6,6,13.23,11153.01,0.52,79.88
9.1,-213.03,-10.27,1693.56,Very high,USA,3.15,-19.06,-159.04,-2291.74,-239.11,15,2,17.22,1815.45,96.5,119.68
5.87,-266.67,-3.01,2763.45,Medium,Europe,0.53,2.2,-218.28,-1874.62,-128.17,15,6,12.24,9021.75,5.36,0
9.32,-519.9,-7.24,2443.44,High,UK,0.64,-22.62,-155.02,-593.16,-152.54,21,8,10.5,7397.37,3.62,1142.75
11.7,-342.54,0.92,4359.78,Low,USA,5.14,-19.22,-253.78,-1148.84,-203.01,18,4,3.66,-8821.98,0.02,3370.5
8.13,-224.7,-12.93,1152.78,Medium,UK,0.85,-30.26,-269.92,-798.38,-131.94,21,10,7.14,28289.22,95.76,0
9.45,-558.93,-6,2513.34,Very low,UK,8.31,-22.92,-281.5,-1233,-198.94,27,12,26.88,6315.87,1802.66,2171.56
11.73,-384.3,-7.49,1127.01,Medium,UK,6.91,-22.5,-186.54,-1699.06,-182.04,21,10,4.47,36900.75,0,248.81
10.29,-464.73,-7.59,3451.86,High,UK,1.88,-18.6,-185.72,-248.26,-185.85,24,2,13.23,7723.71,7.58,2132.47
10.69,-245.22,-5.17,3448.32,Low,UK,1.02,-25.38,-231.12,-1086.92,-142.04,12,2,5.46,-16787.01,3.1,64.44
13.9,-376.11,-7.34,2799.93,Low,Europe,4.39,-32.88,-119.5,-2620.02,-147.31,21,6,5.52,-673.23,0.38,399.34
9.6,-250.77,-5.79,2127.6,High,USA,3.83,-6.56,-240.36,-779.84,-159.5,12,10,10.5,8029.02,140.1,87.17
14.79,-378.18,-8.16,655.56,High,UK,4.5,-32.46,-217.92,-1801.02,-128.79,15,2,15.72,-3881.28,580.56,394.02
11.82,-327.21,-5.96,2528.13,Low,USA,2.64,-16.72,-173.08,-865.24,-177.94,12,6,18.78,7923.54,3.74,1321.36
13.37,-376.08,-6.28,934.02,High,UK,12.94,-28.16,-299.16,-5.1,-145.87,18,6,20.1,-28314.57,0.36,2131.02
7.73,-414.18,-3.83,2709.24,High,UK,9.25,-19.84,-310.98,-1192.6,-164.77,15,10,15.63,-7127.04,0.18,1409.07
7.88,-400.95,-8.3,3382.62,Low,Europe,6.08,-18.2,-203.92,-1433.34,-191.2,9,10,7.71,11171.37,9.7,1234.98
11.3,-299.73,-7.37,2794.29,Low,Rest,2,-22.2,-216.56,-1910,-160.02,15,8,23.13,7857.96,1.58,378.76
11.96,-180.48,-7.08,3709.62,High,USA,1.38,-30.28,-275.62,-2096.76,-153.08,9,12,1.29,-15503.88,0.08,0
13.79,-387.54,-7.17,2682.33,Low,Europe,1.29,-19.02,-117,-657.52,-161.99,12,6,19.14,28469.28,0.5,1742.65
12.99,-306.39,-7.27,3180.21,Low,Rest,1.72,-20.64,-267.72,294.56,-179.53,12,16,24.72,16033.14,0.54,869.92
8.14,-373.68,-9.41,2790.81,Medium,Europe,6.49,-21.76,-266.14,-1495.66,-176.92,15,10,5.34,-5342.82,6.02,1257.68
8.77,-254.34,-3.03,2813.25,Very low,USA,10.39,-23.02,-383.62,-744.56,-150,12,6,5.55,7361.88,0.7,1862.98
10.02,-386.04,-5.4,1776.3,Low,Rest,6.38,-18.26,-152.06,-739.86,-233.02,9,10,23.85,9827.4,0.48,1246.22
11.63,-306.06,-8.18,2534.91,Very high,USA,6.01,-23.82,-194.24,-473.58,-84.96,6,4,2.94,-3307.53,6.08,2176.51
12.89,-289.74,-10.39,2856.63,Medium,Europe,3.1,-10.44,-218.24,-722.98,-134.04,27,8,18.78,2293.2,0.08,2439.73
13.56,-440.13,-9.46,3653.4,Low,Rest,6.61,-20.94,-209.6,-948.66,-98.39,15,8,12.03,4380.57,1.46,2144.57
6.6,-279.18,-10.82,2972.64,Medium,Europe,1.69,-24.32,-236.32,-2203.78,-164.82,9,2,11.85,36666.42,0.02,0
5.37,-299.49,-8.88,2508.18,Very high,Europe,1.03,-21.6,-228.92,-2057.18,-149,9,4,0.51,-10964.64,0.12,0
13.4,-266.01,-9.94,2467.98,High,Europe,1.38,-37.56,-270.32,-1313.5,-213.83,9,6,18.84,-512.13,159.48,0
9.75,-329.22,-7.66,5184.63,Low,USA,5.11,-15.62,-251.04,-1809.12,-160.08,15,8,6.81,-8147.22,80.92,2605.87
6.25,-353.19,-1.5,2075.22,Very high,Europe,4.3,-30.9,-199.92,-1081.66,-78.73,15,12,4.92,13697.31,2.54,492.5
12.04,-465.81,-7.44,1837.62,Very low,Rest,2.99,-30.28,-266.34,-1848.46,-162.42,3,8,6.3,10218.21,56.28,0
8.61,-439.2,-4.43,3480.3,High,Europe,2.84,-14.52,-157.68,-2116.5,-149.08,6,4,16.47,11592.6,17.56,2135.45
5.65,-292.26,-12.52,1443.3,Medium,USA,1.79,-22.26,-248.72,-1796.14,-162.53,3,4,16.95,15850.35,0.16,0
15.02,-272.1,-5.41,1822.68,Medium,USA,6.27,-37.96,-117.92,-818.96,-161.51,6,6,16.98,7020.93,26.02,768.95
10.65,-357.93,-7.31,2632.83,Very high,UK,6.65,-16.86,-247.1,-1509.04,-172.17,6,4,8.91,30466.71,0.02,700.59
9.29,-268.56,-12.01,1494.87,Very low,UK,7.52,-15.8,-123.88,-1580.52,-173.28,12,20,9.03,4661.1,56.2,0
3.45,-334.74,-6.56,2375.85,Medium,UK,4.76,-15.22,-221.1,-1492.68,-181.01,9,8,8.19,30101.34,0,134.48
13.32,-319.26,-7.33,2320.47,Medium,USA,3.25,-13.8,-177.74,-1251.6,-176.92,18,4,10.29,-20481.42,12.54,1398.09
9.07,-456.48,-1.39,2696.01,Low,Europe,12.05,-19.38,-234.24,-601.9,-135.81,12,6,5.37,28167.72,0.16,2902.33
6.67,-337.77,-2.97,1738.02,Very high,USA,0.62,-26.84,-295.06,-2053.4,-214.58,12,10,35.13,-5559.57,10.82,857.15
9.48,-280.77,-7.5,3627.57,High,USA,5.03,-18.4,-281.02,-1336.84,-231.56,9,10,24.63,-23215.8,24.22,2648.71
14.71,-418.65,-1.51,2824.47,Low,Europe,0.53,-20.4,-241.8,-1256.04,-189.71,15,10,25.95,22357.68,25.62,1629.55
8.37,-331.62,-9.41,3165.63,Very high,Rest,2.65,-19.02,-184.4,-1702.28,-169,15,6,7.62,5422.17,4.54,908.87
11.44,-263.37,-7.53,2392.29,High,Rest,3.53,-18.72,-229.84,-1567.08,-89.43,15,8,6.81,5026.26,0.04,85.51
11.14,-414.18,-7.9,2081.19,Very high,Rest,1.84,-30.62,-250,-1863.04,-205.3,12,6,22.59,26134.5,0.04,1272.34
13.3,-338.49,-4.98,2778.84,Low,UK,2.16,-40.12,-367.1,-802.76,-152.51,6,10,17.55,-4555.83,0.64,138.26
10.13,-256.56,-7.4,2498.1,Very high,USA,0.06,-34.78,-224.66,-970.64,-47.99,3,8,14.43,2568.81,7.74,0
5.41,-310.83,-9.31,2737.95,Low,USA,0.89,-5.16,-181.8,-1165.04,-158.72,18,4,5.76,17872.65,0,303.17
7.75,-318.42,-2.3,2577.96,Low,UK,2.71,-25.58,-252.84,-91.1,-154.23,9,8,21.45,2472.03,0.02,494.71
6.98,-205.92,-8.47,2731.44,High,UK,1.06,-24.02,-228.48,-1749.62,-146.52,12,10,5.85,8380.29,0.56,0
10.68,-263.28,-8.04,2650.41,Very high,USA,3.72,-28.7,-290.64,-2711.78,-157.74,12,14,20.97,10918.83,879.04,0
11.25,-314.28,-9.87,3532.56,Very low,Europe,5.43,-20.7,-264.52,-734.9,-183.23,3,10,7.29,15770.04,11.52,0
15.22,-412.08,-6.14,2917.23,Medium,USA,3.39,-12.64,-245.82,-1202.34,-183.42,30,10,15.42,14378.94,0.54,3614.08
9.34,-380.55,-5.41,2057.82,Medium,USA,5.04,-18.36,-228.96,-2213.42,-142.4,9,8,29.64,-491.1,4.9,1879.29
9.23,-340.65,-6.21,1979.64,High,USA,4.35,-29.72,-249.24,-1117.62,-139.99,15,10,24.33,-29589.27,0.1,2617.07
12.47,-280.02,-5.17,4171.02,High,Europe,2.04,-20.7,-142.06,-1950.34,-114.68,3,10,12.27,26756.01,3.04,0
