F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
15.7,2.07,0.82,11.36,19.56,155.58,-0.4,2,8,142.56,-4.2,2.73,1,1.36,10.98,False
11.7,3.06,0.62,10.26,17.73,143.58,-0.05,34,7.4,114.56,-3.92,1.14,1,2.08,,False
7.7,1.83,-0.9,10.22,17.07,80.58,0.32,13,7.98,76.56,-4.02,2.79,1,2.22,,True
37.7,19.2,10,4.4,9.9,347.58,-0.62,25,3.29,134.56,6.14,15.45,10,8.03,9.02,False
17.7,22.05,-0.74,8.86,4.38,-132.42,-0.78,45,3.17,404.56,6.52,23.4,10,7.68,9.24,False
11.7,4.41,0.96,12.78,16.11,152.58,0.35,55,7.59,78.56,-4.42,1.62,1,2.11,,True
15.7,1.2,0.74,12.24,17.25,161.58,-0.91,3,8.47,86.56,-2.54,2.58,1,1.53,,True
11.7,5.25,1.04,9.14,16.53,125.58,0.23,5,8.1,126.56,-2.12,1.23,1,2.12,11.19,True
17.7,40.65,4.86,3.22,5.13,-117.42,-1.27,190,4.02,254.56,3.6,17.7,10,7.33,,False
15.7,4.95,1.82,10.62,17.13,152.58,-1.08,11,7.43,142.56,-5.86,2.67,1,2.29,10.59,True
57.7,18,9.58,-1.28,2.01,287.58,-1.64,200,4.19,464.56,7.28,19.2,10,10.43,,True
37.7,28.35,9.16,4.34,4.8,77.58,-1.15,280,5.01,464.56,6.1,25.2,10,7.23,9.6,False
37.7,30.45,6.64,2.56,12.66,-57.42,-1.04,160,7.21,514.56,0.06,21,10,8.28,,False
37.7,40.05,1.88,6.54,9.09,272.58,-1.69,60,5.4,394.56,2.9,16.35,10,6.78,,False
11.7,6.06,1.06,11.86,18.51,95.58,0.67,8,8.02,84.56,-2.4,2.04,1,1.4,,False
11.7,4.02,0.68,9.04,17.7,152.58,0.57,26,8.41,118.56,-3.54,0.15,1,1.98,10.05,False
17.7,41.7,10.36,0.06,8.58,-72.42,0.27,150,3.08,164.56,7.28,23.85,10,7.18,,True
37.7,16.5,10.68,0.76,5.85,17.58,-1.84,15,3.07,484.56,6.34,17.85,10,10.08,,True
11.7,1.2,1.88,9.78,22.11,80.58,0.42,7,7.76,68.56,-2.98,3,1,2.21,,True
37.7,23.25,9,0.92,1.35,-147.42,0.67,165,4.34,264.56,7.04,28.8,5,6.63,,True
7.7,3.69,1.2,11.22,27.75,95.58,-0.27,9,8.89,114.56,-2.54,0.21,1,2.1,10.34,False
11.7,3.33,1.04,8.46,19.44,161.58,0.7,54,7.37,114.56,-10.26,1.14,1,2.32,10.4,True
11.7,5.04,-4.02,9.2,19.74,107.58,1.22,24,7.84,68.56,-2.14,1.26,1,2.3,,True
17.7,28.5,10.76,-1,5.97,-87.42,-0.52,190,3.29,354.56,0.72,26.7,10,8.43,11.01,False
37.7,15.45,8.8,-0.8,3.12,302.58,-2.02,125,2.58,174.56,-0.26,18.3,10,9.48,,True
37.7,29.55,8.84,5.2,8.25,17.58,-2.24,50,3.84,434.56,4.4,25.8,10,7.43,,True
15.7,2.52,-0.24,12.84,16.62,182.58,-0.47,5,7.55,136.56,-2.08,0.84,1,2.24,11.51,True
15.7,4.95,-0.02,10.74,19.17,125.58,-0.51,78,9.44,106.56,-9.96,1.29,1,2.2,,True
37.7,43.5,7.78,4.24,6.75,422.58,-1.96,165,4.96,264.56,5.24,16.05,10,7.53,,False
17.7,44.55,4.04,7.74,15.48,17.58,-1.84,40,6.59,474.56,1.1,19.5,10,6.68,11.1,False
11.7,4.89,0.28,12.08,25.2,167.58,-0.71,8,7.5,130.56,-2.32,0.93,1,2.2,,True
15.7,3.66,1.58,10.36,16.95,170.58,1.15,72,7.56,70.56,-2.1,2.46,1,1.79,10.7,True
11.7,6.54,0.52,9.44,16.17,89.58,-0.14,60,8.66,116.56,-2.2,1.83,1,2.27,11.46,True
15.7,2.7,0.24,9.48,24.3,167.58,-0.87,20,7.61,78.56,-5.04,0.99,1,2.02,12.73,True
15.7,4.92,0.28,13.02,19.65,128.58,-0.67,26,8.57,128.56,-5.24,0.12,1,2.11,,False
37.7,33.6,8.12,1.96,10.71,242.58,-1.26,295,4.56,414.56,1.86,20.7,10,6.83,10.67,False
17.7,37.5,11.04,-0.56,6.48,-87.42,-1.55,100,3.69,94.56,4.82,23.4,10,7.33,,True
7.7,2.13,1.3,9.26,21.27,83.58,-0.48,21,11.61,96.56,-4.28,2.61,1,2,12.47,True
15.7,1.14,-1.46,10.32,18.03,149.58,-0.75,6,9.14,116.56,-6.76,2.19,1,2.13,,True
11.7,3.45,1,9.78,17.34,65.58,0.41,7,8.55,102.56,-3.64,0.12,1,1.89,9.92,False
15.7,5.19,0.04,9.36,18.15,146.58,-0.53,8,7.6,138.56,-5.08,2.43,1,1.41,,True
37.7,20.4,5.78,3.52,6.9,47.58,-1.08,100,4.12,454.56,3.8,21.9,10,6.73,8.75,False
17.7,31.65,9.88,1.92,4.38,-117.42,-0.06,45,3.83,414.56,1.68,20.4,10,8.53,10.05,False
15.7,0.87,1.36,9.54,16.11,167.58,3.53,42,7.81,112.56,-2.66,2.28,1,2.19,,True
15.7,5.49,1.4,10.18,22.71,140.58,-0.7,8,7.69,152.56,-3.92,1.56,1,2.13,,True
37.7,37.8,10.92,-0.84,2.13,-87.42,-0.21,220,4.32,444.56,1.6,19.35,10,10.03,,True
15.7,1.26,0.96,15.1,20.7,179.58,-0.89,18,7.4,100.56,-5.14,1.59,1,2.21,12.05,True
11.7,4.92,0.48,14.38,21.66,83.58,0.1,5,7.69,144.56,-6.46,1.59,1,1.93,10.93,False
11.7,2.88,-12.06,11.12,18.27,68.58,-0.63,5,7.83,132.56,-2.56,0.69,1,2.17,,False
37.7,30.3,10.04,7.14,6.3,62.58,-0.98,200,3.35,504.56,5.74,21.15,10,9.08,11.19,True
17.7,31.95,10.78,1,4.56,-132.42,-0.37,105,3.52,354.56,7.04,19.2,10,9.08,,True
11.7,1.02,-0.26,10.5,18,152.58,-0.63,27,7.54,90.56,-2,3,1,1.86,10.7,True
11.7,3.96,-7.42,9.88,25.05,77.58,-0.04,7,8.01,126.56,-8.1,1.56,1,1.59,10.24,False
11.7,1.17,-2.62,11.7,19.98,176.58,0.56,9,7.82,136.56,-5.38,0.3,0,1.88,,False
57.7,19.5,10.18,3.24,4.08,347.58,-2.29,125,4.13,244.56,3.38,26.4,10,6.48,,False
17.7,28.8,10.52,-1.9,15.15,-27.42,0.37,380,1.98,84.56,8.28,28.95,10,8.88,,False
37.7,15.75,7.88,1.06,9.57,332.58,-1.86,170,4.72,544.56,4.82,25.65,10,7.43,,False
15.7,3.9,-2.36,18.68,25.2,152.58,-0.22,33,8.2,72.56,-4.5,1.38,1,1.34,,False
15.7,3.15,-0.7,9.26,16.32,152.58,-0.45,66,11.31,80.56,-1.96,0.87,1,2.21,10.92,True
15.7,3,-0.24,10.3,21.06,170.58,0.63,23,7.83,76.56,-5.62,1.29,1,1.84,10.87,True
17.7,32.25,11.04,5.46,6.9,92.58,2.49,205,2.37,294.56,8.3,15.15,10,10.93,,True
15.7,2.43,-1.66,9.36,21.06,170.58,0.91,27,7.69,76.56,-2.26,0.12,1,1.84,10.64,False
15.7,1.83,0.3,12.14,24.36,131.58,0.17,6,7.55,76.56,-4.26,1.17,1,2.03,,True
15.7,3.51,-1.42,12.48,25.83,152.58,-0.19,13,8.29,76.56,-8.9,2.55,1,2.21,,True
15.7,1.02,-0.7,9.78,17.52,146.58,0.57,11,7.88,112.56,-3.76,2.64,1,1.7,,False
17.7,33.3,8.72,0.44,9.39,-102.42,0.84,330,3.79,514.56,5.18,28.35,10,7.43,9.43,False
15.7,3.15,0.08,9.74,19.08,137.58,-0.71,8,8.39,118.56,-4.96,0.81,1,2.17,,True
15.7,4.38,0.7,12.5,17.04,155.58,0.12,7,10.92,138.56,-4.82,0.6,1,1.96,11.45,True
57.7,16.5,10.64,3.96,6.6,362.58,-1.16,230,2.66,234.56,-2.3,26.7,10,8.33,12.28,True
17.7,19.65,8.66,1.68,4.47,62.58,0.29,90,4.26,194.56,5.74,21.9,10,6.48,9.56,False
37.7,27.15,8.18,6.12,7.47,32.58,0.53,335,6.39,484.56,1.3,19.2,10,7.68,9.11,False
15.7,2.37,0.36,8.86,20.97,131.58,-0.18,11,8.12,136.56,-5.24,1.8,1,1.9,10.78,False
15.7,2.91,-0.94,9.86,17.37,125.58,0.88,7,9.07,120.56,-5.08,1.59,1,2.11,,True
11.7,2.16,-2.24,10.32,16.53,170.58,0.81,33,7.93,120.56,-3.06,0.27,1,2.25,10.08,False
37.7,17.7,9.92,2.92,2.55,-57.42,-0.11,290,5.63,294.56,6.04,20.1,10,8.48,,False
15.7,1.41,0.7,11.72,18.3,170.58,-0.56,3,8.43,146.56,-3.42,1.8,1,1.69,,False
15.7,3.3,0.34,11.52,23.31,143.58,-0.26,22,8.32,114.56,-3.58,1.65,1,2.2,11.87,True
37.7,20.85,7.94,2.74,5.1,-27.42,-0.49,25,5.34,294.56,1.14,22.2,10,6.68,,False
37.7,16.65,9.56,0.62,4.35,272.58,2.73,200,3.58,404.56,5.22,21.15,10,7.68,9.44,False
11.7,3.69,-0.94,13.88,22.89,89.58,-0.47,1,9.63,110.56,-4.96,2.85,1,1.38,,False
37.7,20.7,2.52,1.42,6.96,242.58,1.79,360,3.8,334.56,1.9,17.25,10,7.63,10.55,False
11.7,1.95,-3.1,8.72,22.08,173.58,0.04,22,7.69,82.56,-7.08,0.48,1,2.14,10.4,False
37.7,27,5.7,3.16,4.68,227.58,-1.92,75,4.63,384.56,3.92,22.05,10,8.03,,False
37.7,17.1,-0.26,3.34,7.89,302.58,0.01,365,5.9,504.56,5.34,25.95,10,7.33,,False
7.7,3.39,-0.14,11.34,19.02,104.58,1.07,9,8.59,128.56,-2.66,0.78,1,2.1,9.61,False
17.7,28.5,11.9,-2.2,0.99,-147.42,1.14,340,2.37,214.56,4.18,26.55,10,9.43,9.84,False
11.7,0.6,-0.06,9.74,16.44,119.58,-0.21,26,7.53,76.56,-3.52,1.83,1,2.01,11.27,True
17.7,24.3,10.42,-0.4,3.39,-57.42,0.1,165,4.91,494.56,7.04,16.35,10,10.48,10.82,False
7.7,3.75,1.46,10.12,19.17,68.58,1.43,26,7.55,96.56,-2.02,2.25,0,1.96,10.99,True
15.7,5.97,1.1,12.46,20.16,128.58,-0.87,24,7.61,106.56,-2.92,2.43,1,1.83,,True
11.7,2.91,0.18,9.86,26.55,146.58,2.29,12,8.51,120.56,-4.02,0.6,1,1.95,,False
17.7,34.35,8.64,8.46,5.34,-42.42,-0.69,45,4.31,524.56,4.44,23.85,10,8.08,10.26,False
11.7,5.61,0.58,11.48,19.41,137.58,0.05,23,9.25,102.56,-4.58,1.44,1,1.5,10.16,False
37.7,21.75,5.46,4.88,4.8,272.58,-0.47,120,3.31,244.56,6.12,17.7,10,8.18,11.26,True
11.7,3.06,0.68,12.12,23.04,137.58,-0.64,30,7.52,56.56,-1.9,3,1,1.73,10.32,True
11.7,5.31,0.4,10,18.78,74.58,-0.11,3,9.25,92.56,-4.84,2.28,1,1.71,,False
11.7,2.34,1.34,10.5,17.52,146.58,0.36,19,7.51,142.56,-2.56,2.31,1,1.95,,False
15.7,2.43,-0.26,9.76,18.57,125.58,-0.47,29,7.76,146.56,-4.8,2.34,1,1.67,11.53,False
37.7,15.9,9.4,4.14,5.19,77.58,0.64,140,3.22,274.56,5.94,25.8,10,6.38,9.05,False
17.7,20.85,6.44,1.36,6.24,-12.42,-1.41,35,3.84,374.56,-0,17.7,10,7.63,11.37,False
11.7,1.83,-0.86,9.86,17.67,179.58,-0.93,2,9.32,90.56,-2.58,2.58,1,1.96,12.16,True
57.7,25.95,7.58,3.3,4.65,182.58,-1.29,275,5.1,354.56,6.72,17.7,10,9.63,11.89,True
15.7,4.62,0.22,8.7,17.16,146.58,-0.66,24,7.57,74.56,-3.82,2.16,1,2.04,11.95,True
37.7,18.15,12.2,2.24,10.53,332.58,-1.14,250,2.6,274.56,7.06,21.6,10,10.48,10.92,True
11.7,4.32,-1.5,10.48,21.81,74.58,1.32,13,8.91,120.56,-4.18,2.28,1,1.44,,False
11.7,3.18,-1.14,9.82,17.28,101.58,-0.08,65,9.77,96.56,-2.18,1.95,1,2.01,,True
15.7,4.47,1.54,9.72,22.08,128.58,-0.53,30,7.43,144.56,-4.22,2.64,1,2.18,,True
11.7,0.03,-9.14,9.1,18.45,161.58,0.94,7,8.14,84.56,-3.4,0.21,1,2.02,,False
11.7,5.67,1.12,13.32,17.61,173.58,-1.04,20,8.3,92.56,-3.76,2.73,1,1.59,,True
37.7,17.85,1.68,7.22,12.84,167.58,-0.47,330,6.23,524.56,1.02,15.75,10,6.63,8.85,False
17.7,31.65,10.88,-0.16,1.02,-57.42,-0.17,305,3.06,174.56,7.86,17.25,10,10.88,12.12,True
17.7,44.4,5.86,10.06,2.73,-42.42,1.69,310,3.17,324.56,5.48,15.45,10,9.78,,False
37.7,27,9.26,0.18,3.72,47.58,3.73,345,5.93,274.56,5.78,30,10,6.63,,False
57.7,18.45,5.12,4.14,10.17,302.58,-1.64,15,5.33,284.56,3.36,15.15,10,6.43,8.37,False
15.7,2.88,-3.3,10.62,16.83,179.58,-0.24,7,9.34,84.56,-3.48,2.34,0,1.54,11.84,True
37.7,30.9,9.54,1.58,4.02,-117.42,-0.48,145,2.54,264.56,7.9,28.65,10,7.98,11.48,True
17.7,31.5,10.06,2.1,5.19,32.58,0.28,275,3.49,514.56,6.66,20.1,10,10.28,,False
37.7,40.2,9.28,-0.32,3.72,227.58,-1.7,315,2.65,244.56,6.94,28.05,10,7.03,,True
37.7,31.95,6.48,1.18,5.7,257.58,-0.05,295,2.45,174.56,6.84,19.5,10,9.03,,True
7.7,5.61,-0.04,11.42,20.76,107.58,-0.14,1,9.39,120.56,-3.1,2.28,1,2.28,,True
11.7,4.17,-1.04,11.34,17.19,65.58,-0.53,32,8.09,110.56,-10.7,2.82,1,1.84,,True
11.7,0.6,-0.62,10.38,24.39,137.58,-0.59,5,9.02,106.56,-2.34,0.36,1,2.14,10.52,False
57.7,25.35,8.06,2.36,10.38,407.58,-2.02,125,4.79,364.56,5.82,25.65,10,6.63,,False
37.7,26.55,12.1,-0.62,3.48,-12.42,1.07,340,4.46,224.56,8.12,21.15,10,10.33,11.69,True
37.7,15.9,7.88,0.64,4.71,-102.42,1.89,130,3.36,404.56,5.48,18.9,10,8.38,8.38,False
37.7,16.95,10.74,5.2,2.37,182.58,2.38,85,7.07,174.56,4.38,19.2,10,8.78,11.97,True
37.7,30.6,9.3,0.68,4.86,62.58,-1.31,95,6.46,414.56,6,17.1,10,9.03,,True
37.7,30.75,5.6,3.46,7.68,317.58,-2.27,90,4.53,344.56,3.64,16.5,10,7.23,10.32,False
11.7,4.98,1.06,10.62,17.43,170.58,-0.63,14,9.54,108.56,-2.3,2.85,1,2.25,12.33,True
37.7,16.65,10.3,2.98,4.14,152.58,-0.41,330,2.61,414.56,8.32,29.1,10,8.88,,False
37.7,40.5,5.94,3.28,7.2,362.58,-2.35,180,4.16,504.56,3.96,21.6,10,7.43,8.98,False
37.7,42.45,9.98,2.86,5.28,92.58,-2.08,220,3.11,244.56,4.16,28.05,10,6.63,,True
15.7,3.06,0.4,9.8,25.32,128.58,0.94,5,9.02,98.56,-4.92,0.96,1,2.13,11.77,True
37.7,22.8,7.82,-0.02,6.6,17.58,-0.54,270,3.32,354.56,6.42,29.1,10,7.58,10.44,False
17.7,34.5,7.22,1.76,11.76,-42.42,-0.77,240,4.73,294.56,4.72,16.95,10,7.23,,False
11.7,1.8,0.4,12.26,21.9,155.58,-0.59,7,7.47,94.56,-3.48,1.8,1,2.24,11.36,True
11.7,1.77,0.86,9.82,22.8,179.58,-0.63,5,8.36,64.56,-10.86,2.07,1,1.5,10.74,False
17.7,25.95,1.84,3.34,7.35,107.58,1.31,290,6.23,294.56,0.6,19.95,10,6.23,,False
17.7,17.7,7.4,1.28,3.24,2.58,-0.36,80,6.29,484.56,6.66,24,10,8.33,,False
15.7,1.47,-0.2,9.8,20.37,167.58,-0.61,2,8.05,144.56,-5.84,0.54,1,1.79,10.36,False
37.7,39.45,5.86,2.82,10.59,407.58,-2.28,185,5,304.56,3.92,22.2,10,5.98,9.81,False
11.7,2.28,-1.26,9.84,16.65,149.58,-0.14,55,11.26,148.56,-7.04,2.79,1,2.22,,True
37.7,24.15,8.34,1.72,5.94,317.58,-1.22,250,8.11,364.56,2.5,19.95,10,7.53,9.98,False
15.7,4.02,0.58,9.72,17.55,155.58,-1.06,15,9.31,104.56,-2.7,1.83,1,1.78,11.6,True
17.7,21.75,3.8,3.4,12.57,2.58,-0.48,180,5.18,474.56,3.38,18.6,10,6.78,9.2,False
7.7,3.12,0.48,17.02,23.58,113.58,0.17,7,8.88,94.56,-2.64,1.68,1,2.05,,True
15.7,0.81,-0.22,9.8,21.99,170.58,-0.41,25,9.14,102.56,-2.54,1.89,1,1.8,10.02,False
17.7,18.15,10.06,-0.62,5.46,-57.42,0.31,50,2.66,254.56,6.92,30.75,10,8.18,12.44,True
11.7,5.46,0.66,10.2,21.81,128.58,-0.88,24,8.5,74.56,-2.3,2.97,1,1.61,,True
57.7,20.7,5.3,3.16,6.18,152.58,-1.7,205,3.31,234.56,5.6,22.35,10,7.78,,True
57.7,25.95,4.78,6.76,8.31,182.58,-0.39,375,5.49,544.56,3.9,17.1,10,7.68,,False
15.7,4.17,-2.34,9.72,21.48,140.58,-0.38,69,8.61,94.56,-3.3,0.27,1,1.98,,False
11.7,4.65,-3.36,11,17.19,116.58,-0.35,7,7.54,146.56,-9.72,0.96,1,1.86,10.47,False
15.7,1.08,-3.5,8.7,23.1,167.58,0.87,15,9.39,76.56,-5.84,1.77,1,1.9,,True
17.7,24.6,2.66,0.32,4.53,-87.42,-0.92,15,7.11,344.56,7.38,29.25,10,7.33,,True
11.7,3.9,-0.72,11.04,17.25,155.58,-0.8,38,8.56,80.56,-7.34,1.86,1,1.64,10.46,False
7.7,2.97,0.28,7.96,17.37,119.58,-0.02,62,7.75,80.56,-1.52,2.85,1,2.26,,True
37.7,20.55,9.22,10.58,6.15,-87.42,0.18,125,2.57,304.56,6.34,22.95,10,9.38,11.44,True
11.7,5.37,0.86,13.2,18.93,167.58,-0.99,29,10.21,150.56,-2.78,2.07,1,1.58,,False
37.7,35.4,8.7,4.16,8.85,-57.42,-0.65,265,5.03,114.56,4.38,18.9,10,7.03,10.4,False
37.7,15,10.3,3.78,7.35,-102.42,0.38,275,3.34,354.56,5.12,21.45,10,8.38,9.52,False
15.7,0.66,0.22,10.5,16.62,173.58,-0.74,13,7.91,100.56,-5.68,1.71,1,2.05,,True
11.7,0.57,-1.38,10.58,21.24,68.58,0.89,15,7.6,76.56,-12.62,2.25,1,1.89,,True
37.7,27.75,4.58,9.78,4.05,317.58,1.19,270,3.06,454.56,2.06,18.9,10,8.83,10.19,False
37.7,23.25,2.24,5.18,10.05,422.58,-1.09,170,10.66,374.56,1.54,15.15,10,6.63,,False
37.7,43.05,9.38,0.24,6.36,287.58,-1.58,230,3.42,244.56,5.48,20.4,10,7.73,,False
17.7,37.65,8.26,4.14,5.85,92.58,-0.77,305,5.41,324.56,3.06,22.2,10,6.83,10.02,False
11.7,3.57,-1.2,12.6,16.68,149.58,0.71,26,7.63,76.56,-6.42,0.75,1,2.31,,True
11.7,4.74,-7.7,18.16,18,140.58,0.8,17,7.67,104.56,-2.84,2.73,1,1.47,,False
11.7,3.84,-3.22,9.64,28.65,98.58,-0.08,1,8.45,70.56,-3.84,0.54,1,1.64,9.44,False
11.7,3.54,0.72,11.98,17.67,158.58,-0.38,2,9.66,74.56,-3.8,0.57,1,2.02,11.88,True
37.7,33,4.2,4.82,9.96,92.58,-1.96,190,4.79,484.56,0.12,22.05,10,6.28,,False
11.7,4.26,1.44,8.98,22.98,62.58,1.88,20,7.92,72.56,-6.14,2.73,1,1.58,10.05,False
15.7,0.99,0.24,8.66,21.57,167.58,0.58,50,7.31,70.56,-5.72,2.94,1,1.96,,True
7.7,3.69,0.44,9.34,17.34,83.58,-0.67,3,7.93,124.56,-2.3,2.31,1,1.82,,False
37.7,17.55,8.5,-0.74,3.12,-42.42,-1.56,60,4.32,384.56,6.78,17.25,10,9.88,12.83,True
37.7,29.25,7.8,1.5,5.43,-72.42,2.42,55,3.71,524.56,5.36,28.2,10,6.43,,False
57.7,34.95,10.24,4.96,7.47,167.58,-1.36,320,3.14,64.56,6.2,28.5,10,7.13,,True
37.7,25.05,6,0.84,5.94,-87.42,-1.05,75,4.09,514.56,5.76,25.65,10,7.23,9.4,False
11.7,3.12,-0.9,8.94,19.17,89.58,0.52,10,9.45,68.56,-2.16,0.15,1,1.93,,False
17.7,38.4,7.02,6.14,5.31,-42.42,-1.27,170,5.57,334.56,3.26,21.45,10,7.28,9.83,False
57.7,24.45,5.8,0.7,5.55,317.58,1.92,315,4.03,444.56,6.08,24.75,10,7.63,,False
15.7,2.88,-0.24,9.66,16.65,179.58,1.53,31,7.62,90.56,-5.88,3.18,1,1.52,,True
47.7,22.65,4.64,6.26,7.92,137.58,-0.53,360,4.33,264.56,-0.4,17.85,10,6.78,9.81,False
17.7,16.05,8.02,5.32,9.39,-132.42,0.67,130,4.82,194.56,0.68,18,10,6.48,9.79,False
37.7,24,8.82,-0.14,3,107.58,1.96,140,3.44,124.56,-3.1,22.5,10,7.13,,True
11.7,3.15,0.62,10.48,17.49,164.58,-0.38,23,14.48,134.56,-3,1.86,1,1.54,,False
37.7,26.7,9.62,5.24,12.78,287.58,-1.34,110,5.3,124.56,2.8,15.75,10,7.88,,False
7.7,4.65,-0.64,9.12,16.71,95.58,1.24,15,7.95,148.56,-2.18,2.16,1,1.95,10.64,False
17.7,19.35,8.84,4.94,14.37,17.58,0.08,55,5.91,264.56,3.58,15.6,10,7.53,,False
37.7,17.25,7.32,11.6,8.28,-87.42,-0.05,300,4.08,394.56,1.66,19.8,10,7.03,10.27,False
37.7,29.55,7.64,1.2,7.47,122.58,1.43,260,8.08,184.56,3.64,16.5,10,8.18,,False
11.7,2.07,-2.3,16.66,31.26,179.58,-0.66,25,8.43,128.56,-1.96,2.61,1,1.93,,False
15.7,5.58,-3.54,9.06,18.36,137.58,-0.31,52,9.32,102.56,-3.6,2.16,1,1.92,12.35,True
11.7,1.86,-1.96,10.16,18.36,137.58,0.45,16,7.94,150.56,-4.54,1.8,1,2.24,11.76,False
7.7,6.39,-5.64,10.84,17.73,77.58,0.28,3,8.18,64.56,-10.14,2.73,1,1.4,10.09,False
11.7,5.31,1.04,8.6,20.46,161.58,1.45,67,7.26,82.56,-1.84,2.1,1,2.08,11.59,True
17.7,37.2,10.58,0.26,8.46,-12.42,-0.19,325,3.3,334.56,5.82,27.15,10,7.28,,False
15.7,0.66,1.34,8.78,24.57,125.58,0.84,38,9.22,130.56,-4.08,2.49,1,1.86,,False
17.7,24.15,8.9,-0.36,3.84,-147.42,2.01,355,3.16,334.56,6.26,19.65,10,8.73,,False
11.7,1.26,-0.24,8.66,16.29,101.58,-0.35,29,8.89,130.56,-1.82,2.01,1,2.31,,True
15.7,5.49,-0.34,8.78,17.25,167.58,-1.08,28,9.33,72.56,-9.48,2.46,1,1.73,,True
11.7,0.24,1.64,9.3,18.66,158.58,-0.28,3,7.76,142.56,-2.5,2.7,0,1.94,,True
11.7,2.34,-1.06,8.84,19.26,77.58,0.61,7,7.48,116.56,-4.42,1.05,1,1.95,10.49,False
37.7,20.4,3.2,-0.44,5.67,347.58,0.48,325,3.29,214.56,7.22,27.45,10,6.68,10.43,False
11.7,2.52,1.14,8.66,35.13,164.58,-0.02,41,7.78,86.56,-3.66,1.32,1,2.22,11.42,True
13.7,1.56,0.12,12.16,22.68,122.58,3.15,43,7.72,84.56,-5.1,2.61,1,2.05,12.05,True
17.7,25.5,9.38,0.56,3.51,-87.42,-1.02,75,3.86,434.56,6.08,17.85,10,9.53,,False
11.7,1.05,1.36,8.82,16.26,95.58,-0.01,7,8.3,92.56,-5.74,1.47,1,2.13,10.5,True
37.7,27.3,6.18,0.94,5.46,-87.42,-0.45,205,7.48,154.56,5.52,20.25,10,7.63,,False
17.7,18.6,11.24,-0.84,7.77,92.58,1.62,330,4.31,134.56,6.98,21.75,10,9.08,10.4,False
11.7,5.43,1.44,9.02,16.98,134.58,-0.89,28,7.97,146.56,-4.38,2.58,1,2.05,12.13,True
11.7,4.44,-3.2,13,19.2,56.58,0.6,9,7.55,108.56,-4.16,2.76,1,2.16,,True
17.7,24.6,3.6,1.92,5.1,2.58,1.22,190,3.29,354.56,-2.34,28.2,10,6.68,9.46,False
11.7,5.01,-1.32,11.88,19.92,161.58,-0.7,43,7.85,106.56,-4.32,1.38,1,1.74,,False
11.7,3.72,0.4,9.46,24.72,152.58,0.13,52,9.99,100.56,-5.18,2.58,1,1.92,12.12,True
11.7,4.53,1.02,10.08,20.7,107.58,1.78,7,8.3,126.56,-3.5,0.66,1,2.17,,False
17.7,18,11.08,-1.5,0.99,-117.42,2.24,250,5.03,384.56,2.4,27.75,10,8.93,9.39,False
11.7,2.58,-0.4,10.48,20.13,134.58,-0.62,27,7.49,134.56,-2.5,2.73,1,2.19,,True
17.7,27.3,9.86,3.58,1.68,32.58,-1.26,85,2.69,124.56,6.6,21.45,10,8.38,,True
11.7,0.54,-3,9.22,24.36,125.58,-0.39,4,9.16,64.56,-2.74,3,1,1.64,11.19,True
15.7,5.67,1.04,10.28,17.61,152.58,-0.63,40,9.35,136.56,-2.6,2.76,1,1.46,,False
7.7,3.87,0.22,10.22,20.07,83.58,1.95,4,10.75,92.56,-9.22,0,1,2.1,10.19,False
17.7,37.5,10.92,-1.92,3.21,47.58,0.13,390,3.89,134.56,6.66,17.1,10,11.13,,True
11.7,3.27,-0.44,11.64,17.34,95.58,0.96,3,8.52,112.56,-3.18,1.53,1,1.86,,False
57.7,27.6,7.22,2.76,9.3,152.58,-2.13,130,3.79,194.56,4.3,18.45,10,6.88,9.47,False
15.7,4.74,-3.32,12.1,23.25,176.58,-0.61,66,8.41,142.56,-2.1,2.31,1,2.17,,True
15.7,3.69,-2.84,9.1,17.94,140.58,-0.77,44,9.38,124.56,-6.88,1.17,1,1.76,,False
11.7,5.67,-6.32,9.58,20.64,131.58,-0.66,56,8.41,78.56,-2.88,1.5,1,1.93,,False
15.7,4.92,1.28,8.94,18.93,149.58,-1.13,10,13.38,102.56,-3.44,1.92,1,1.73,,True
15.7,5.58,0.58,10.98,17.19,179.58,-0.18,57,7.92,150.56,-2.48,0.36,1,2.08,10.67,False
15.7,4.59,-0.88,10.76,22.71,128.58,0.18,12,10.08,142.56,-7.84,1.77,1,1.66,10.16,False
7.7,4.11,1.64,11.68,22.5,74.58,3.91,11,7.57,98.56,-4.08,2.55,1,2.11,,True
11.7,3.93,0.42,8.6,22.68,68.58,-0.32,9,7.83,114.56,-3.42,2.34,1,1.99,,True
7.7,6.12,-2.48,9.12,19.23,107.58,2.43,21,7.91,136.56,-14.18,2.1,1,2.14,11.35,True
15.7,2.43,0.28,9.92,22.59,176.58,-0.48,12,7.53,70.56,-4.66,0.96,1,1.94,12.4,True
11.7,4.2,-2.18,8.82,18.48,62.58,-0.68,5,9.28,98.56,-2.2,0.96,1,2.19,11.28,True
17.7,41.4,6.18,3.08,6.75,-147.42,-0.68,110,5.56,494.56,4.6,21.15,10,7.78,,False
37.7,22.8,10.24,4.9,7.2,242.58,-0.1,375,4.22,254.56,3.12,16.8,10,11.38,11.35,True
37.7,42.45,7.78,2.76,7.53,182.58,-0.78,225,4.63,354.56,5.34,19.65,10,8.73,10.73,True
